gender,SeniorCitizen,Partner,Dependents,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Young,tenure,RevenuePerUser,TotalRevenue,Churn,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Contract_Month-to-month,Contract_One year,Contract_Two year,InternetService_DSL,InternetService_Fiber optic,InternetService_No
0,0,1,1,0,1,0,1,1,1,1,0,0,0.0665177150549819,0.8749666169992315,0.31662894936476355,0,0,0,0,1,0,1,0,0,1,0
0,1,0,0,1,0,0,0,0,0,0,1,0,-1.2772129966621288,-0.2434487134170479,-1.0404491296509306,0,0,0,1,0,1,0,0,1,0,0
1,1,0,0,1,1,0,1,0,0,1,0,0,0.5144279522940188,0.786203495537622,0.7190083393626049,1,0,1,0,0,0,1,0,0,1,0
1,1,0,0,0,0,0,0,0,0,0,1,0,-1.2772129966621288,-0.909172124379119,-1.0480680274670977,1,0,0,1,0,1,0,0,0,1,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0.7180235146753992,-1.6547823446566388,-0.47919032385995003,0,0,0,1,0,0,1,0,0,0,1
0,0,1,0,1,0,1,1,0,1,0,0,0,-0.7885836469468158,0.6530588133452079,-0.5718361213045428,1,0,0,1,0,1,0,0,1,0,0
0,0,1,1,1,0,0,0,0,1,0,1,0,-0.381392522184055,0.11160377242938997,-0.3323995592684628,0,0,0,1,0,1,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,-1.1957747717095766,-1.6547823446566388,-1.0330334024431946,0,0,0,0,1,1,0,0,0,0,1
0,0,1,1,1,0,0,0,0,0,0,0,0,-1.1550556592333006,-1.6547823446566388,-1.0212495071541894,1,0,0,0,1,1,0,0,0,0,1
0,0,1,1,0,1,0,0,0,0,0,0,0,-1.2772129966621288,-0.6118156674827271,-1.0446649197758766,1,1,0,0,0,1,0,0,0,1,0
0,0,1,1,1,0,1,1,1,1,1,1,0,0.9216190770567796,1.1767612299687036,1.362043315047113,0,1,0,0,0,0,1,0,1,0,0
1,0,1,1,1,0,0,0,0,0,0,0,0,0.8808999645805035,-1.6547823446566388,-0.43205474270392924,0,0,1,0,0,0,0,1,0,0,1
1,0,0,0,1,0,0,0,0,0,0,1,1,-0.2592351847552267,-1.7968033389952136,-0.8042632973497488,0,1,0,0,0,0,1,0,0,0,1
0,0,1,1,1,0,0,0,0,0,0,0,0,1.4916866517246448,-1.6547823446566388,-0.25529631336885117,0,1,0,0,0,0,0,1,0,0,1
1,0,1,1,1,0,0,0,0,1,1,0,0,0.18867505248381014,0.6974403740760126,0.3636629452165687,0,0,1,0,0,0,1,0,1,0,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0.6773044021991231,-1.6547823446566388,-0.4909742191489553,0,1,0,0,0,0,1,0,0,0,1
1,0,1,0,1,1,1,1,1,1,1,0,0,1.3695293142958165,1.4741176868650954,2.0727341033391853,0,1,0,0,0,0,1,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,1.4102484267720925,-1.6547823446566388,-0.2788641039468617,0,0,0,1,0,0,1,0,0,0,1
1,0,1,1,0,1,0,1,1,0,0,1,0,-0.5035498596128832,-0.37659339560946214,-0.5401415063892873,0,0,1,0,0,0,0,1,0,1,0
0,0,0,1,1,0,0,0,0,0,0,1,0,0.4329897273414666,-1.7968033389952136,-0.6315682801832931,0,0,0,1,0,0,0,1,0,0,1
0,0,1,0,1,1,0,0,0,1,0,1,0,0.9216190770567796,0.26693923498720656,0.7893561625318817,0,1,0,0,0,1,0,0,1,0,0
0,0,1,0,1,1,1,0,0,1,0,1,0,1.084495526961884,0.5110378190066326,1.0892867732283287,0,0,0,1,0,1,0,0,1,0,0
0,0,1,1,1,0,0,0,0,0,0,0,0,-0.8293027594230918,-1.6547823446566388,-0.9269783448421477,0,1,0,0,0,0,0,1,0,0,1
1,0,1,1,1,0,0,0,0,0,0,1,0,-0.21851607227895065,-0.2434487134170479,-0.3141142045096616,0,1,0,0,0,1,0,0,1,0,0
1,1,0,0,1,1,0,0,0,0,0,1,0,-1.2364938841858526,-0.08811325085923134,-1.0089576853441065,1,0,0,1,0,1,0,0,0,1,0
0,0,0,0,1,0,1,1,1,1,1,0,0,-0.21851607227895065,1.3187822243072789,0.16861916112268951,0,0,0,0,1,0,1,0,0,1,0
1,0,1,1,1,0,0,0,0,0,0,0,0,-0.2999542972315028,-1.6547823446566388,-0.7737877060850801,0,0,1,0,0,0,0,1,0,0,1
1,0,1,1,1,1,1,1,0,0,0,1,0,-0.2999542972315028,0.3113207957180113,-0.211259083991405,0,1,0,0,0,0,1,0,0,1,0
1,0,0,1,0,1,1,1,1,0,0,1,0,-0.1370778473263985,-0.1324948115900361,-0.2214176144129612,0,0,0,0,1,1,0,0,0,1,0
1,0,1,0,1,0,1,1,1,1,1,1,0,1.613843989153473,1.1767612299687036,2.1132666397211946,0,1,0,0,0,0,0,1,0,1,0
0,0,0,0,1,0,1,0,0,0,0,0,0,-0.7478645344705397,0.1426708649409534,-0.6154162168130187,0,0,1,0,0,0,1,0,0,1,0
0,0,0,0,1,0,0,1,1,1,1,1,0,0.10723682753125799,0.9326626459492776,0.3804753130642442,0,0,0,1,0,0,1,0,1,0,0
1,0,0,0,1,0,0,0,0,0,0,1,0,-1.2772129966621288,-0.2434487134170479,-1.0404491296509306,0,0,0,0,1,1,0,0,0,1,0
1,0,0,0,1,0,0,0,1,1,1,1,0,-0.1370778473263985,0.777327183391461,0.08054470236779712,0,0,0,1,0,1,0,0,1,0,0
1,0,0,0,1,1,1,1,1,1,0,0,0,1.2880910893432642,1.0303020795570481,1.652475699799405,0,0,0,1,0,0,1,0,0,1,0
0,0,1,1,1,0,0,0,1,1,1,1,0,0.2701132774363623,0.777327183391461,0.4767273888084893,0,0,1,0,0,1,0,0,1,0,0
0,1,0,0,1,0,0,0,0,1,1,1,0,0.3108323899126384,0.5554193797374373,0.4147603532369964,0,0,0,1,0,1,0,0,1,0,0
1,0,0,0,1,0,1,1,0,1,1,1,0,0.3108323899126384,0.95485342631468,0.5976139008250082,1,0,1,0,0,1,0,0,1,0,0
0,1,0,0,1,0,1,0,0,1,1,1,0,-0.870021871899368,0.7995179637568633,-0.6297905373595208,1,0,0,1,0,1,0,0,1,0,0
0,0,1,0,1,0,0,0,0,0,0,0,0,-1.0736174342807483,-0.10142771907847264,-0.8910171471498387,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,1,1,0,0,0,0,1,1,0,-0.09635873485012242,0.4888470386412302,0.021117299401693292,0,0,0,0,1,1,0,0,0,1,0
1,0,0,0,1,0,0,0,0,0,0,1,0,-0.21851607227895065,-1.7968033389952136,-0.7941047669281925,0,0,0,1,0,1,0,0,0,0,1
1,1,0,0,1,0,1,1,0,1,1,1,0,1.5324057642009208,0.95485342631468,1.847113142676422,0,0,0,1,0,0,1,0,1,0,0
0,0,1,0,1,0,1,1,1,1,1,1,0,1.0030573020093319,1.1767612299687036,1.450422529714652,0,1,0,0,0,0,1,0,1,0,0
1,0,1,0,1,0,0,1,0,0,0,0,0,1.0437764144856079,0.053907743479343934,0.7492807600188426,0,0,1,0,0,0,1,0,0,1,0
1,0,0,0,1,0,1,1,0,0,1,1,0,-0.6664263095179875,0.7329456226606562,-0.4426196143423477,0,1,0,0,0,1,0,0,0,1,0
0,0,1,0,1,1,1,1,1,1,1,1,0,1.4916866517246448,1.3320966925265203,2.103362072560177,0,0,0,1,0,0,0,1,1,0,0
1,0,0,0,0,0,0,0,0,0,0,1,1,-1.2772129966621288,-0.909172124379119,-1.0480680274670977,1,0,0,1,0,1,0,0,0,1,0
1,0,0,1,1,0,0,1,0,1,1,1,0,-1.2772129966621288,0.7107548422952539,-1.0295287094477577,1,0,0,1,0,1,0,0,1,0,0
1,1,0,0,1,0,1,0,0,1,1,1,0,-0.014920509897570258,0.7995179637568633,0.20752633263724973,0,0,0,0,1,1,0,0,1,0,0
1,0,1,1,1,0,0,1,0,1,0,1,0,-0.6664263095179875,0.26693923498720656,-0.5279512698834199,0,1,0,0,0,1,0,0,1,0,0
1,0,1,0,1,1,0,1,1,1,1,0,0,0.6773044021991231,1.2300191028456695,1.1267717504838712,1,0,0,1,0,0,1,0,0,1,0
0,0,1,0,0,0,1,1,1,1,1,0,0,1.5731248766771968,0.963729738460841,1.8959756740041072,0,1,0,0,0,0,0,1,0,1,0
0,0,0,0,1,0,1,1,0,1,1,0,0,0.025798602578705823,1.0968744206532552,0.35970111835216173,0,0,0,1,0,1,0,0,1,0,0
0,0,1,0,1,0,0,0,0,0,0,1,0,-0.910740984375644,-1.7968033389952136,-0.9667997840946481,0,1,0,0,0,1,0,0,0,0,1
1,0,1,0,1,0,1,1,1,1,1,1,0,-0.46283074713660716,1.1767612299687036,-0.14040333430105045,1,0,0,1,0,1,0,0,1,0,0
1,0,1,1,0,1,1,1,0,0,0,0,0,0.18867505248381014,-0.2123816209054845,-0.021599321020950524,1,1,0,0,0,1,0,0,0,1,0
0,1,0,0,1,1,0,0,0,1,0,1,0,-0.2592351847552267,0.26693923498720656,-0.19018013336667586,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,0,1,0,0,1,0,0,1,0,0.7180235146753992,-0.5319288581672788,0.16333672530348023,0,0,0,0,1,0,1,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,1,0,-1.0328983218044723,-0.2434487134170479,-0.8728333776952532,1,0,0,1,0,1,0,0,1,0,0
0,0,1,1,1,1,1,1,1,1,1,0,0,1.1659337519144362,1.4741176868650954,1.834770528214231,0,0,0,0,1,0,0,1,0,1,0
1,0,0,0,1,0,0,1,1,1,1,1,0,-0.7071454219942637,0.9326626459492776,-0.44744491629258687,1,0,0,1,0,1,0,0,1,0,0
0,0,0,1,0,1,0,0,1,0,1,0,0,-0.2592351847552267,0.2758155471333676,-0.18753891545707124,0,0,0,0,1,1,0,0,0,1,0
1,0,1,0,1,0,0,1,0,1,1,1,0,1.613843989153473,0.7107548422952539,1.72927418978637,0,0,0,1,0,1,0,0,1,0,0
1,0,1,1,1,0,0,0,0,0,0,1,0,0.4737088398177427,-1.7968033389952136,-0.621409749761737,0,1,0,0,0,0,1,0,0,0,1
1,0,0,0,1,0,1,0,0,0,1,0,0,1.3695293142958165,0.719631154441415,1.502840546689882,0,0,1,0,0,1,0,0,1,0,0
0,0,0,0,1,1,1,0,1,0,0,1,0,-1.2364938841858526,0.3778931368142184,-0.9982912284014723,1,0,0,1,0,1,0,0,1,0,0
0,1,0,0,1,0,0,1,1,1,1,0,0,0.4737088398177427,1.0746836402878528,0.824555470442574,0,1,0,0,0,0,1,0,0,1,0
0,0,0,0,1,0,1,0,0,1,0,1,0,-0.8293027594230918,0.35570235644881604,-0.6508694879842499,1,1,0,0,0,1,0,0,1,0,0
1,1,0,0,1,0,1,1,1,1,1,1,0,1.4916866517246448,1.1767612299687036,1.9806978177198862,0,0,0,1,0,0,0,1,1,0,0
0,0,0,0,1,0,1,0,0,0,0,1,0,-1.2772129966621288,0.000649870602378127,-1.0376555337850026,1,0,0,0,1,1,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,-1.1957747717095766,-1.6547823446566388,-1.0330334024431946,1,0,0,0,1,1,0,0,0,0,1
0,0,1,0,1,1,1,0,0,1,0,0,0,-1.2364938841858526,0.6530588133452079,-0.9919929395401075,0,0,0,1,0,1,0,0,1,0,0
0,1,0,0,1,0,1,1,0,0,0,1,0,-0.21851607227895065,0.1559853331601947,-0.19068805988775367,0,1,0,0,0,1,0,0,1,0,0
1,0,0,0,1,0,0,0,0,0,0,1,1,-0.2592351847552267,-1.7968033389952136,-0.8042632973497488,0,0,0,1,0,1,0,0,0,0,1
0,1,0,0,1,0,0,0,1,1,1,1,0,0.2701132774363623,0.777327183391461,0.4767273888084893,0,0,0,1,0,1,0,0,1,0,0
1,0,0,0,1,0,0,0,0,1,1,1,0,-0.2999542972315028,0.5554193797374373,-0.14141918734320605,1,1,0,0,0,1,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,-1.2772129966621288,-0.10142771907847264,-1.0388237647834817,1,0,0,0,1,1,0,0,1,0,0
1,0,1,0,1,1,0,0,1,0,0,1,0,-0.4221116346603311,0.13379455279479233,-0.35881173836450897,1,0,0,1,0,1,0,0,0,1,0
0,0,0,0,1,1,1,1,1,1,1,1,0,1.613843989153473,1.3320966925265203,2.2412641230328028,0,0,0,1,0,0,0,1,1,0,0
0,0,0,0,1,0,0,0,0,0,0,1,1,-0.3406734097077789,-1.7968033389952136,-0.8245803581928611,0,1,0,0,0,0,0,1,0,0,1
0,0,1,0,1,0,0,0,0,1,0,1,0,-0.5442689720891593,0.11160377242938997,-0.460397042580071,0,0,0,1,0,1,0,0,1,0,0
1,0,1,1,1,0,0,0,0,0,0,0,0,1.5731248766771968,-1.6547823446566388,-0.23172852279084075,0,0,1,0,0,0,0,1,0,0,1
1,1,0,0,1,1,0,1,1,1,1,1,0,0.025798602578705823,1.0879981085070942,0.3563488033130482,0,1,0,0,0,1,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,-1.1957747717095766,-1.6547823446566388,-1.0330334024431946,0,0,0,0,1,1,0,0,0,0,1
1,0,1,1,1,0,1,0,0,1,0,0,0,0.595866177246571,0.49772335078739127,0.6432764950699034,0,0,0,1,0,1,0,0,1,0,0
1,0,1,1,1,1,1,1,1,1,1,0,0,1.2066528643907122,1.4741176868650954,1.8823632432392223,0,0,0,0,1,0,0,1,1,0,0
1,0,0,0,1,1,1,1,1,1,1,1,0,1.5731248766771968,1.3320966925265203,2.195296772875261,0,1,0,0,0,0,1,0,1,0,0
1,1,0,0,1,0,0,0,0,1,1,1,0,-1.0328983218044723,0.5554193797374373,-0.808834636039449,0,0,0,1,0,1,0,0,1,0,0
0,0,1,1,1,1,0,0,0,0,0,0,0,-0.21851607227895065,0.053907743479343934,-0.22223029684668566,0,0,0,0,1,1,0,0,1,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,-1.2364938841858526,-1.6547823446566388,-1.0448172977321997,0,0,0,0,1,1,0,0,0,0,1
0,0,0,1,0,1,0,0,1,0,0,0,0,-0.2999542972315028,-0.3899078638287034,-0.41189005981714016,0,1,0,0,0,0,0,1,0,1,0
1,1,0,0,1,1,1,0,0,1,1,1,0,-0.09635873485012242,0.95485342631468,0.18111415354120358,0,0,0,1,0,1,0,0,0,1,0
0,1,0,0,1,1,1,0,1,1,1,1,0,1.0437764144856079,1.1767612299687036,1.4946121370484216,1,0,1,0,0,0,1,0,1,0,0
1,0,1,0,1,0,0,0,0,0,1,1,0,-0.910740984375644,0.33351157608341364,-0.722995053977299,1,0,0,1,0,1,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,1,0,-0.9514600968519201,-0.2434487134170479,-0.816961460376694,0,0,1,0,0,1,0,0,1,0,0
0,1,0,0,1,0,0,0,0,0,1,1,0,-1.0736174342807483,0.33351157608341364,-0.8611510677104636,1,0,0,1,0,1,0,0,1,0,0
0,0,1,1,1,1,0,1,0,0,0,0,0,1.4916866517246448,0.2092432060371605,1.2166747447146438,0,1,0,0,0,0,1,0,1,0,0
0,1,0,0,1,1,0,0,0,1,1,1,0,1.3695293142958165,0.7107548422952539,1.496135916611655,0,1,0,0,0,0,0,1,1,0,0
0,0,0,0,1,1,1,1,1,1,1,0,0,1.5324057642009208,1.4741176868650954,2.2631049634391487,1,0,1,0,0,0,1,0,1,0,0
1,0,0,0,1,0,0,0,0,0,0,0,1,-0.2999542972315028,-1.6547823446566388,-0.7737877060850801,1,1,0,0,0,0,1,0,0,0,1
0,0,1,1,1,0,0,0,0,0,0,1,0,0.5551470647702949,-1.7968033389952136,-0.6010926889186246,0,0,0,0,1,0,0,1,0,0,1
0,0,1,0,1,1,1,1,1,1,1,1,0,0.8808999645805035,1.3320966925265203,1.4138518201970496,0,0,0,0,1,0,1,0,1,0,0
0,0,0,0,1,1,0,1,1,1,1,0,0,-0.7071454219942637,1.2300191028456695,-0.3963983009242669,1,0,0,1,0,1,0,0,1,0,0
0,0,1,1,1,0,0,0,0,0,0,0,0,-0.8293027594230918,-1.6547823446566388,-0.9269783448421477,0,1,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,1,1,1,0,-0.4221116346603311,0.44446547791042545,-0.28059105411852614,0,0,0,1,0,1,0,0,0,1,0
0,0,1,0,0,0,1,1,1,1,1,0,0,1.5324057642009208,0.963729738460841,1.8542241139715112,0,1,0,0,0,0,0,1,0,1,0
1,0,0,0,1,1,1,1,0,0,0,1,0,-0.09635873485012242,0.3113207957180113,-0.039833883127643965,0,0,1,0,0,1,0,0,1,0,0
1,0,1,1,1,0,1,0,0,1,1,0,0,1.5731248766771968,0.9415389580954386,1.877944282505845,0,1,0,0,0,0,1,0,1,0,0
1,0,1,0,1,0,0,0,0,0,0,0,0,-0.09635873485012242,-1.6547823446566388,-0.7148682296400541,0,0,1,0,0,0,1,0,0,0,1
1,0,1,1,1,0,1,1,0,0,0,1,0,-1.1550556592333006,0.1559853331601947,-0.9383558989142907,1,1,0,0,0,1,0,0,1,0,0
1,0,0,0,1,0,0,1,0,0,1,1,0,-1.2364938841858526,0.4888470386412302,-0.9957515957960833,1,0,0,1,0,1,0,0,1,0,0
1,0,0,1,1,0,0,0,0,0,0,1,0,-0.910740984375644,-1.7968033389952136,-0.9667997840946481,0,1,0,0,0,0,1,0,0,0,1
1,1,0,0,1,1,0,0,0,0,0,0,0,-1.1550556592333006,0.053907743479343934,-0.9430288229082066,0,0,0,1,0,1,0,0,1,0,0
1,1,0,0,0,1,0,0,0,1,1,1,0,0.7994617396279513,0.35570235644881604,0.7408491797689507,0,0,1,0,0,1,0,0,0,1,0
1,0,0,0,1,0,0,0,0,0,0,0,0,-1.1143365467570243,-0.10142771907847264,-0.9205784706765674,1,0,0,1,0,1,0,0,0,1,0
1,0,1,1,1,0,0,0,0,0,0,0,0,-0.9921792093281961,-1.6547823446566388,-0.9741139259981686,0,0,0,0,1,0,0,1,0,0,1
0,1,0,0,1,0,0,0,0,0,0,1,0,-1.2364938841858526,-0.2434487134170479,-1.012513170991651,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,1,0,1,0,0,0,1,0,0,-1.1957747717095766,0.719631154441415,-0.951511195810206,0,0,0,1,0,1,0,0,1,0,0
1,0,0,0,1,0,0,1,1,0,0,0,0,-0.5442689720891593,0.2758155471333676,-0.424689808148301,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,1,1,1,1,1,0,0,0,0,1.613843989153473,0.6752495937106102,1.7000176221722882,0,1,0,0,0,0,0,1,0,1,0
1,1,0,0,0,1,0,0,1,0,0,0,0,1.2473719768669882,-0.3899078638287034,0.5859823834923266,0,1,0,0,0,0,1,0,0,1,0
1,0,1,0,0,1,1,1,1,1,0,1,0,1.3695293142958165,0.3113207957180113,1.1944275630914356,0,1,0,0,0,0,0,1,0,1,0
1,0,0,0,1,0,0,0,1,0,0,1,0,-1.2772129966621288,-0.02154090976302424,-1.0379094970455416,1,0,0,1,0,1,0,0,1,0,0
0,0,0,0,1,0,0,1,0,0,0,1,0,1.12521463943816,-0.08811325085923134,0.7144370006729046,0,1,0,0,0,0,1,0,1,0,0
0,0,1,1,0,1,0,1,0,0,1,0,0,0.636585289722847,0.2092432060371605,0.5212217520549057,0,0,1,0,0,0,1,0,0,1,0
0,0,0,0,1,0,0,1,0,1,0,1,0,-1.2772129966621288,0.26693923498720656,-1.0346079746585357,1,0,1,0,0,1,0,0,1,0,0
1,0,0,0,1,0,0,0,0,1,1,1,0,-0.7071454219942637,0.5554193797374373,-0.5122055477300077,1,0,0,1,0,1,0,0,1,0,0
0,0,1,0,1,1,1,0,1,1,1,1,0,0.7180235146753992,1.1767612299687036,1.1410952783782653,0,1,0,0,0,1,0,0,1,0,0
1,0,1,1,1,1,1,1,1,1,1,0,0,1.613843989153473,1.4741176868650954,2.358290393489131,0,0,1,0,0,0,0,1,0,1,0
0,0,0,0,1,1,1,0,0,0,0,0,0,0.5551470647702949,0.29800632749877,0.5017173736455177,0,0,0,0,1,1,0,0,1,0,0
0,0,1,1,1,1,1,1,1,1,1,0,0,1.613843989153473,1.4741176868650954,2.358290393489131,0,1,0,0,0,0,0,1,0,1,0
1,0,1,1,1,0,0,0,0,0,0,0,0,-1.2772129966621288,-1.6547823446566388,-1.0566011930212051,0,0,0,0,1,1,0,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,1,0,-1.2772129966621288,-0.2434487134170479,-1.0404491296509306,0,0,0,1,0,1,0,0,0,1,0
0,1,0,0,1,1,1,0,1,1,0,1,0,1.4102484267720925,0.7329456226606562,1.5520078339302141,0,1,0,0,0,0,0,1,1,0,0
0,0,1,1,1,0,1,0,1,1,1,0,0,0.636585289722847,1.1634467617494624,1.0454019218072061,0,0,0,1,0,0,0,1,0,1,0
0,0,0,0,1,1,1,1,1,1,1,1,0,1.613843989153473,1.3320966925265203,2.2412641230328028,0,0,0,1,0,0,0,1,1,0,0
1,0,1,0,1,1,1,1,1,0,1,1,0,0.7994617396279513,1.1101888888724964,1.1898562244017352,0,0,1,0,0,0,1,0,0,1,0
0,0,1,1,1,0,1,0,0,0,0,0,0,1.4102484267720925,0.1426708649409534,1.0993945109977774,0,0,1,0,0,0,1,0,0,1,0
0,0,1,1,1,0,0,0,0,0,1,1,0,-0.17779695980267457,0.33351157608341364,-0.10129299217805904,1,0,0,1,0,1,0,0,1,0,0
0,0,1,1,1,0,1,1,0,0,0,0,0,-0.014920509897570258,0.29800632749877,0.023860102615513516,0,1,0,0,0,1,0,0,0,1,0
0,1,0,0,1,1,0,0,0,0,0,1,0,-0.21851607227895065,-0.08811325085923134,-0.2661151482678085,1,1,0,0,0,1,0,0,1,0,0
1,0,0,0,1,0,1,1,0,0,1,0,0,-1.1957747717095766,0.8749666169992315,-0.946177967338889,0,0,0,1,0,1,0,0,1,0,0
1,0,0,0,1,0,0,0,0,1,0,1,0,-1.2364938841858526,0.11160377242938997,-1.004386346654406,1,0,0,1,0,1,0,0,1,0,0
0,0,0,1,1,0,0,1,1,1,1,1,0,-0.9514600968519201,0.9326626459492776,-0.6958209850996362,1,0,0,0,1,1,0,0,0,1,0
1,0,1,1,1,1,0,0,1,1,0,1,0,0.7180235146753992,0.4888470386412302,0.7474522245429622,0,0,1,0,0,0,0,1,0,1,0
0,0,1,1,1,0,0,0,0,0,0,0,0,1.5731248766771968,-1.6547823446566388,-0.23172852279084075,0,1,0,0,0,0,0,1,0,0,1
1,1,0,0,1,0,0,0,0,0,0,1,0,-0.014920509897570258,-0.2434487134170479,-0.17443441121326375,1,0,0,1,0,1,0,0,1,0,0
0,0,1,1,1,1,0,1,0,1,1,0,0,-0.6664263095179875,1.0081112991916457,-0.39223330345142887,0,1,0,0,0,1,0,0,1,0,0
0,0,1,1,1,0,0,1,1,1,1,1,0,1.4102484267720925,0.9326626459492776,1.705147680035174,0,1,0,0,0,0,0,1,1,0,0
1,0,1,1,1,1,1,1,1,1,1,1,0,1.613843989153473,1.3320966925265203,2.2412641230328028,0,0,1,0,0,0,0,1,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,-1.1957747717095766,-1.6547823446566388,-1.0330334024431946,1,0,0,1,0,1,0,0,0,0,1
1,0,1,1,1,0,0,0,0,0,0,0,0,-0.381392522184055,-1.6547823446566388,-0.7973554966630906,0,0,0,0,1,0,1,0,0,0,1
1,0,1,1,1,1,1,1,1,0,0,0,0,1.613843989153473,0.6752495937106102,1.7000176221722882,0,1,0,0,0,0,0,1,0,1,0
1,0,1,1,0,1,1,1,0,1,1,0,0,-1.0328983218044723,0.897157397364634,-0.781457396553355,0,0,0,0,1,1,0,0,0,1,0
1,0,1,1,1,0,0,0,0,1,0,1,0,-0.9921792093281961,0.11160377242938997,-0.8123901216869938,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,0,0,0,0,1,1,1,0,0,1.3695293142958165,0.5642956918835984,1.3855095203209078,0,1,0,0,0,0,0,1,0,1,0
1,0,0,0,1,0,0,0,0,0,0,0,1,-1.1143365467570243,-1.6547823446566388,-1.0094656118651841,1,0,0,0,1,1,0,0,0,0,1
1,0,0,0,1,0,1,1,0,1,1,1,0,0.6773044021991231,0.95485342631468,0.9724636733804324,1,1,0,0,0,1,0,0,1,0,0
1,0,1,0,1,0,0,0,0,0,0,1,0,1.2473719768669882,-1.7968033389952136,-0.428397671752169,0,1,0,0,0,0,0,1,0,0,1
0,1,0,0,0,0,0,0,1,0,0,1,0,-0.8293027594230918,-0.6872643207250952,-0.7941047669281925,0,0,0,0,1,1,0,0,0,1,0
1,0,1,1,1,1,1,0,0,0,0,1,0,-0.21851607227895065,0.1559853331601947,-0.19068805988775367,0,0,1,0,0,1,0,0,0,1,0
